raw_word	normalized	zipf_frequency	reason
7mil	7mil	1.910000	contains_digit
nº6	nº6	1.910000	contains_digit
o7	o7	1.910000	contains_digit
s0	s0	1.910000	contains_digit
el_pais	el_pais	1.910000	malformed_after_normalization
elplural.com	elplural.com	1.910000	malformed_after_normalization
h.i.j.o.s	h.i.j.o.s	1.910000	malformed_after_normalization
jørgen	jørgen	1.910000	malformed_after_normalization
m.v	m.v	1.910000	malformed_after_normalization
pa'que	pa'que	1.910000	malformed_after_normalization
s.t.a.r	s.t.a.r	1.910000	malformed_after_normalization
tok'ra	tok'ra	1.910000	malformed_after_normalization
بن	بن	1.910000	malformed_after_normalization
▽	▽	1.910000	malformed_after_normalization
☎	☎	1.910000	malformed_after_normalization
👨	👨	1.910000	malformed_after_normalization
📍	📍	1.910000	malformed_after_normalization
📸	📸	1.910000	malformed_after_normalization
🖤	🖤	1.910000	malformed_after_normalization
🗿	🗿	1.910000	malformed_after_normalization
😹	😹	1.910000	malformed_after_normalization
🥵	🥵	1.910000	malformed_after_normalization
0000000000000000	0000000000000000	1.900000	contains_digit
0000e	0000e	1.900000	contains_digit
000ºc	000ºc	1.900000	contains_digit
2x4	2x4	1.900000	contains_digit
gt2	gt2	1.900000	contains_digit
mc2	mc2	1.900000	contains_digit
r2d2	r2d2	1.900000	contains_digit
ss00	ss00	1.900000	contains_digit
u1	u1	1.900000	contains_digit
y1	y1	1.900000	contains_digit
c.w	c.w	1.900000	malformed_after_normalization
d.i	d.i	1.900000	malformed_after_normalization
i.t	i.t	1.900000	malformed_after_normalization
m.i.t	m.i.t	1.900000	malformed_after_normalization
nª	nª	1.900000	malformed_after_normalization
r.n	r.n	1.900000	malformed_after_normalization
sant'angelo	sant'angelo	1.900000	malformed_after_normalization
tiffany's	tiffany's	1.900000	malformed_after_normalization
w.b	w.b	1.900000	malformed_after_normalization
℅	℅	1.900000	malformed_after_normalization
⭐️	⭐	1.900000	malformed_after_normalization
🎁	🎁	1.900000	malformed_after_normalization
🏆	🏆	1.900000	malformed_after_normalization
🐶	🐶	1.900000	malformed_after_normalization
00.0.0000	00.0.0000	1.890000	contains_digit
000000000000000	000000000000000	1.890000	contains_digit
0000y	0000y	1.890000	contains_digit
000x00	000x00	1.890000	contains_digit
00la	00la	1.890000	contains_digit
3x1	3x1	1.890000	contains_digit
5hs	5hs	1.890000	contains_digit
8e	8e	1.890000	contains_digit
c0	c0	1.890000	contains_digit
h6	h6	1.890000	contains_digit
h7	h7	1.890000	contains_digit
j4	j4	1.890000	contains_digit
sp1	sp1	1.890000	contains_digit
a.n	a.n	1.890000	malformed_after_normalization
amazon.es	amazon.es	1.890000	malformed_after_normalization
c.o	c.o	1.890000	malformed_after_normalization
g.d	g.d	1.890000	malformed_after_normalization
o'farrill	o'farrill	1.890000	malformed_after_normalization
r.f	r.f	1.890000	malformed_after_normalization
r.h	r.h	1.890000	malformed_after_normalization
søren	søren	1.890000	malformed_after_normalization
ƒ	ƒ	1.890000	malformed_after_normalization
η	η	1.890000	malformed_after_normalization
от	от	1.890000	malformed_after_normalization
├	├	1.890000	malformed_after_normalization
☐	☐	1.890000	malformed_after_normalization
💘	💘	1.890000	malformed_after_normalization
🙋	🙋	1.890000	malformed_after_normalization
0000g	0000g	1.880000	contains_digit
1'5	1'5	1.880000	contains_digit
1v1	1v1	1.880000	contains_digit
2ndo	2ndo	1.880000	contains_digit
a000m	a000m	1.880000	contains_digit
d00s	d00s	1.880000	contains_digit
es00	es00	1.880000	contains_digit
mts2	mts2	1.880000	contains_digit
p0	p0	1.880000	contains_digit
r0	r0	1.880000	contains_digit
tr3s	tr3s	1.880000	contains_digit
v0000	v0000	1.880000	contains_digit
i.p	i.p	1.880000	malformed_after_normalization
m's	m's	1.880000	malformed_after_normalization
vimeo.com	vimeo.com	1.880000	malformed_after_normalization
ο	ο	1.880000	malformed_after_normalization
до	до	1.880000	malformed_after_normalization
з	з	1.880000	malformed_after_normalization
algun@s	algun@s	1.880000	url_or_email
2ne1	2ne1	1.870000	contains_digit
5t	5t	1.870000	contains_digit
7g	7g	1.870000	contains_digit
7km	7km	1.870000	contains_digit
ab00	ab00	1.870000	contains_digit
cc00	cc00	1.870000	contains_digit
f0	f0	1.870000	contains_digit
u000	u000	1.870000	contains_digit
v0	v0	1.870000	contains_digit
w1	w1	1.870000	contains_digit
bob's	bob's	1.870000	malformed_after_normalization
george's	george's	1.870000	malformed_after_normalization
hershey's	hershey's	1.870000	malformed_after_normalization
i.c	i.c	1.870000	malformed_after_normalization
infobae.com	infobae.com	1.870000	malformed_after_normalization
majora's	majora's	1.870000	malformed_after_normalization
martha's	martha's	1.870000	malformed_after_normalization
o'donell	o'donell	1.870000	malformed_after_normalization
p.g	p.g	1.870000	malformed_after_normalization
peru.com	peru.com	1.870000	malformed_after_normalization
r.b	r.b	1.870000	malformed_after_normalization
æ	æ	1.870000	malformed_after_normalization
↩	↩	1.870000	malformed_after_normalization
⏩	⏩	1.870000	malformed_after_normalization
◉	◉	1.870000	malformed_after_normalization
🎼	🎼	1.870000	malformed_after_normalization
🐢	🐢	1.870000	malformed_after_normalization
💑	💑	1.870000	malformed_after_normalization
💫	💫	1.870000	malformed_after_normalization
😧	😧	1.870000	malformed_after_normalization
😯	😯	1.870000	malformed_after_normalization
😶	😶	1.870000	malformed_after_normalization
🙅	🙅	1.870000	malformed_after_normalization
🥴	🥴	1.870000	malformed_after_normalization
0000mm	0000mm	1.860000	contains_digit
00en	00en	1.860000	contains_digit
5mm	5mm	1.860000	contains_digit
bt00	bt00	1.860000	contains_digit
la1	la1	1.860000	contains_digit
rj00	rj00	1.860000	contains_digit
battle.net	battle.net	1.860000	malformed_after_normalization
j.lo	j.lo	1.860000	malformed_after_normalization
j.v	j.v	1.860000	malformed_after_normalization
r.u	r.u	1.860000	malformed_after_normalization
s.a.t	s.a.t	1.860000	malformed_after_normalization
из	из	1.860000	malformed_after_normalization
في	في	1.860000	malformed_after_normalization
◔	◔	1.860000	malformed_after_normalization
🌞	🌞	1.860000	malformed_after_normalization
💪🏼	💪🏼	1.860000	malformed_after_normalization
000o	000o	1.850000	contains_digit
0s	0s	1.850000	contains_digit
1ros	1ros	1.850000	contains_digit
2'5	2'5	1.850000	contains_digit
4u	4u	1.850000	contains_digit
5j	5j	1.850000	contains_digit
6v	6v	1.850000	contains_digit
8g	8g	1.850000	contains_digit
as000	as000	1.850000	contains_digit
ch4	ch4	1.850000	contains_digit
de1	de1	1.850000	contains_digit
mk2	mk2	1.850000	contains_digit
mm2	mm2	1.850000	contains_digit
nh3	nh3	1.850000	contains_digit
rav4	rav4	1.850000	contains_digit
sp2	sp2	1.850000	contains_digit
t8	t8	1.850000	contains_digit
̲̅		1.850000	empty
a.h	a.h	1.850000	malformed_after_normalization
baby's	baby's	1.850000	malformed_after_normalization
bahá'ís	baha'is	1.850000	malformed_after_normalization
bs.s	bs.s	1.850000	malformed_after_normalization
chili's	chili's	1.850000	malformed_after_normalization
daddy's	daddy's	1.850000	malformed_after_normalization
g.b	g.b	1.850000	malformed_after_normalization
h.w	h.w	1.850000	malformed_after_normalization
l.f	l.f	1.850000	malformed_after_normalization
n.j	n.j	1.850000	malformed_after_normalization
p.h	p.h	1.850000	malformed_after_normalization
pº	pº	1.850000	malformed_after_normalization
t.r	t.r	1.850000	malformed_after_normalization
του	του	1.850000	malformed_after_normalization
л	л	1.850000	malformed_after_normalization
℃	℃	1.850000	malformed_after_normalization
✈	✈	1.850000	malformed_after_normalization
と	と	1.850000	malformed_after_normalization
的	的	1.850000	malformed_after_normalization
🇨🇴	🇨🇴	1.850000	malformed_after_normalization
🌻	🌻	1.850000	malformed_after_normalization
👏🏽	👏🏽	1.850000	malformed_after_normalization
💓	💓	1.850000	malformed_after_normalization
😷	😷	1.850000	malformed_after_normalization
00.00.0	00.00.0	1.840000	contains_digit
00.000m	00.000m	1.840000	contains_digit
0000mhz	0000mhz	1.840000	contains_digit
000th	000th	1.840000	contains_digit
3cm	3cm	1.840000	contains_digit
7'00	7'00	1.840000	contains_digit
7x	7x	1.840000	contains_digit
8vos	8vos	1.840000	contains_digit
a000neo	a000neo	1.840000	contains_digit
css3	css3	1.840000	contains_digit
d0	d0	1.840000	contains_digit
fat00	fat00	1.840000	contains_digit
g0000	g0000	1.840000	contains_digit
i9	i9	1.840000	contains_digit
k7	k7	1.840000	contains_digit
nº7	nº7	1.840000	contains_digit
ps5	ps5	1.840000	contains_digit
xc00	xc00	1.840000	contains_digit
boy's	boy's	1.840000	malformed_after_normalization
c.h	c.h	1.840000	malformed_after_normalization
j.i	j.i	1.840000	malformed_after_normalization
l.g	l.g	1.840000	malformed_after_normalization
m.ª	m.ª	1.840000	malformed_after_normalization
openoffice.org	openoffice.org	1.840000	malformed_after_normalization
pa'rriba	pa'rriba	1.840000	malformed_after_normalization
s.xvi	s.xvi	1.840000	malformed_after_normalization
u.c	u.c	1.840000	malformed_after_normalization
ง	ง	1.840000	malformed_after_normalization
♔	♔	1.840000	malformed_after_normalization
❗	❗	1.840000	malformed_after_normalization
💸	💸	1.840000	malformed_after_normalization
🔪	🔪	1.840000	malformed_after_normalization
😻	😻	1.840000	malformed_after_normalization
🚗	🚗	1.840000	malformed_after_normalization
ciudadan@s	ciudadan@s	1.840000	url_or_email
compañer@	compañer@	1.840000	url_or_email
0.0.0.00	0.0.0.00	1.830000	contains_digit
00.000,0	00.000,0	1.830000	contains_digit
0000rpm	0000rpm	1.830000	contains_digit
000kb	000kb	1.830000	contains_digit
000pe	000pe	1.830000	contains_digit
2h00	2h00	1.830000	contains_digit
2nda	2nda	1.830000	contains_digit
3mm	3mm	1.830000	contains_digit
6g	6g	1.830000	contains_digit
8v	8v	1.830000	contains_digit
ca1	ca1	1.830000	contains_digit
ev1	ev1	1.830000	contains_digit
mm00	mm00	1.830000	contains_digit
mt2	mt2	1.830000	contains_digit
pm0.0	pm0.0	1.830000	contains_digit
china's	china's	1.830000	malformed_after_normalization
d.n	d.n	1.830000	malformed_after_normalization
h.m	h.m	1.830000	malformed_after_normalization
m.sc	m.sc	1.830000	malformed_after_normalization
mc's	mc's	1.830000	malformed_after_normalization
n.m	n.m	1.830000	malformed_after_normalization
o'bannon	o'bannon	1.830000	malformed_after_normalization
shouldn't	shouldn't	1.830000	malformed_after_normalization
п	п	1.830000	malformed_after_normalization
🌎	🌎	1.830000	malformed_after_normalization
🤫	🤫	1.830000	malformed_after_normalization
0000cc	0000cc	1.820000	contains_digit
000pp	000pp	1.820000	contains_digit
00nd	00nd	1.820000	contains_digit
6x6	6x6	1.820000	contains_digit
diario00	diario00	1.820000	contains_digit
e0	e0	1.820000	contains_digit
fw00	fw00	1.820000	contains_digit
gp3	gp3	1.820000	contains_digit
s00e00	s00e00	1.820000	contains_digit
u5	u5	1.820000	contains_digit
w8	w8	1.820000	contains_digit
a.f	a.f	1.820000	malformed_after_normalization
c.e.i.p	c.e.i.p	1.820000	malformed_after_normalization
ff.cc	ff.cc	1.820000	malformed_after_normalization
imdb.com	imdb.com	1.820000	malformed_after_normalization
l.r	l.r	1.820000	malformed_after_normalization
l.s	l.s	1.820000	malformed_after_normalization
lloyd's	lloyd's	1.820000	malformed_after_normalization
ﾉ	ﾉ	1.820000	malformed_after_normalization
🇺🇸	🇺🇸	1.820000	malformed_after_normalization
www.google.com	www.google.com	1.820000	url_or_email
0.0x	0.0x	1.810000	contains_digit
00bits	00bits	1.810000	contains_digit
1h00	1h00	1.810000	contains_digit
1u	1u	1.810000	contains_digit
2u	2u	1.810000	contains_digit
6e	6e	1.810000	contains_digit
7u7	7u7	1.810000	contains_digit
cyp3a4	cyp3a4	1.810000	contains_digit
g9	g9	1.810000	contains_digit
j2ee	j2ee	1.810000	contains_digit
ms00	ms00	1.810000	contains_digit
nº8	nº8	1.810000	contains_digit
nº9	nº9	1.810000	contains_digit
b.d	b.d	1.810000	malformed_after_normalization
chang'e	chang'e	1.810000	malformed_after_normalization
daniel's	daniel's	1.810000	malformed_after_normalization
diyarbakır	diyarbakır	1.810000	malformed_after_normalization
e.s.o	e.s.o	1.810000	malformed_after_normalization
f.r	f.r	1.810000	malformed_after_normalization
m.h	m.h	1.810000	malformed_after_normalization
mother's	mother's	1.810000	malformed_after_normalization
paweł	paweł	1.810000	malformed_after_normalization
s.xviii	s.xviii	1.810000	malformed_after_normalization
t.h	t.h	1.810000	malformed_after_normalization
łukasz	łukasz	1.810000	malformed_after_normalization
من	من	1.810000	malformed_after_normalization
⚡	⚡	1.810000	malformed_after_normalization
🌟	🌟	1.810000	malformed_after_normalization
👧	👧	1.810000	malformed_after_normalization
💡	💡	1.810000	malformed_after_normalization
🤑	🤑	1.810000	malformed_after_normalization
00.0mm	00.0mm	1.800000	contains_digit
000,0000	000,0000	1.800000	contains_digit
000.0000	000.0000	1.800000	contains_digit
00ms	00ms	1.800000	contains_digit
00no	00no	1.800000	contains_digit
00q	00q	1.800000	contains_digit
00xx	00xx	1.800000	contains_digit
1q00	1q00	1.800000	contains_digit
2cv	2cv	1.800000	contains_digit
2mm	2mm	1.800000	contains_digit
3mb	3mb	1.800000	contains_digit
5mg	5mg	1.800000	contains_digit
7e	7e	1.800000	contains_digit
9x	9x	1.800000	contains_digit
c3po	c3po	1.800000	contains_digit
hm3	hm3	1.800000	contains_digit
peru00	peru00	1.800000	contains_digit
tf2	tf2	1.800000	contains_digit
u0000	u0000	1.800000	contains_digit
w7	w7	1.800000	contains_digit
e.o	e.o	1.800000	malformed_after_normalization
i.o	i.o	1.800000	malformed_after_normalization
j.r.r	j.r.r	1.800000	malformed_after_normalization
luke's	luke's	1.800000	malformed_after_normalization
mike's	mike's	1.800000	malformed_after_normalization
n.p	n.p	1.800000	malformed_after_normalization
o.e	o.e	1.800000	malformed_after_normalization
sí­	si­	1.800000	malformed_after_normalization
◊	◊	1.800000	malformed_after_normalization
♀	♀	1.800000	malformed_after_normalization
♻	♻	1.800000	malformed_after_normalization
💅	💅	1.800000	malformed_after_normalization
🔊	🔊	1.800000	malformed_after_normalization
😴	😴	1.800000	malformed_after_normalization
00@	00@	1.800000	url_or_email
000.000.0.0	000.000.0.0	1.790000	contains_digit
2dos	2dos	1.790000	contains_digit
2mb	2mb	1.790000	contains_digit
9d	9d	1.790000	contains_digit
ac3	ac3	1.790000	contains_digit
ch3	ch3	1.790000	contains_digit
ddr2	ddr2	1.790000	contains_digit
deadmau5	deadmau5	1.790000	contains_digit
g0	g0	1.790000	contains_digit
gt00	gt00	1.790000	contains_digit
k6	k6	1.790000	contains_digit
mk3	mk3	1.790000	contains_digit
t9	t9	1.790000	contains_digit
top5	top5	1.790000	contains_digit
u3	u3	1.790000	contains_digit
n.f	n.f	1.790000	malformed_after_normalization
o'conner	o'conner	1.790000	malformed_after_normalization
selk'nam	selk'nam	1.790000	malformed_after_normalization
0,0k	0,0k	1.780000	contains_digit
0000.000	0000.000	1.780000	contains_digit
00deseptiembre	00deseptiembre	1.780000	contains_digit
00mts	00mts	1.780000	contains_digit
4kg	4kg	1.780000	contains_digit
cb00	cb00	1.780000	contains_digit
censo0000	censo0000	1.780000	contains_digit
j000	j000	1.780000	contains_digit
mm3	mm3	1.780000	contains_digit
no3	no3	1.780000	contains_digit
w2	w2	1.780000	contains_digit
bs.f	bs.f	1.780000	malformed_after_normalization
i.g	i.g	1.780000	malformed_after_normalization
land's	land's	1.780000	malformed_after_normalization
n.w	n.w	1.780000	malformed_after_normalization
♩	♩	1.780000	malformed_after_normalization
❓	❓	1.780000	malformed_after_normalization
っ	っ	1.780000	malformed_after_normalization
💨	💨	1.780000	malformed_after_normalization
🤟	🤟	1.780000	malformed_after_normalization
algun@	algun@	1.780000	url_or_email
0,0,0,0,0	0,0,0,0,0	1.770000	contains_digit
000.0.00	000.0.00	1.770000	contains_digit
0000x000	0000x000	1.770000	contains_digit
000hp	000hp	1.770000	contains_digit
00el	00el	1.770000	contains_digit
1de	1de	1.770000	contains_digit
1px	1px	1.770000	contains_digit
1y	1y	1.770000	contains_digit
e9	e9	1.770000	contains_digit
la2	la2	1.770000	contains_digit
rvr0000	rvr0000	1.770000	contains_digit
b.a.p	b.a.p	1.770000	malformed_after_normalization
instagram.com	instagram.com	1.770000	malformed_after_normalization
o'keeffe	o'keeffe	1.770000	malformed_after_normalization
o'mara	o'mara	1.770000	malformed_after_normalization
público.es	publico.es	1.770000	malformed_after_normalization
tian'anmen	tian'anmen	1.770000	malformed_after_normalization
w.r	w.r	1.770000	malformed_after_normalization
╭	╭	1.770000	malformed_after_normalization
♂	♂	1.770000	malformed_after_normalization
💵	💵	1.770000	malformed_after_normalization
🙀	🙀	1.770000	malformed_after_normalization
otr@	otr@	1.770000	url_or_email
000pre	000pre	1.760000	contains_digit
1año	1año	1.760000	contains_digit
1vs1	1vs1	1.760000	contains_digit
4ºc	4ºc	1.760000	contains_digit
6t	6t	1.760000	contains_digit
b0.0	b0.0	1.760000	contains_digit
cd8	cd8	1.760000	contains_digit
cl00	cl00	1.760000	contains_digit
l8	l8	1.760000	contains_digit
a's	a's	1.760000	malformed_after_normalization
b.c.s	b.c.s	1.760000	malformed_after_normalization
b.l	b.l	1.760000	malformed_after_normalization
c.i.a	c.i.a	1.760000	malformed_after_normalization
cox's	cox's	1.760000	malformed_after_normalization
e.s.e	e.s.e	1.760000	malformed_after_normalization
ip's	ip's	1.760000	malformed_after_normalization
o'shaughnessy	o'shaughnessy	1.760000	malformed_after_normalization
v.c	v.c	1.760000	malformed_after_normalization
мы	мы	1.760000	malformed_after_normalization
т	т	1.760000	malformed_after_normalization
♭	♭	1.760000	malformed_after_normalization
⚽️	⚽	1.760000	malformed_after_normalization
✪	✪	1.760000	malformed_after_normalization
🌱	🌱	1.760000	malformed_after_normalization
🙌🏼	🙌🏼	1.760000	malformed_after_normalization
0.0d	0.0d	1.750000	contains_digit
00nm	00nm	1.750000	contains_digit
2tb	2tb	1.750000	contains_digit
3ros	3ros	1.750000	contains_digit
9x00	9x00	1.750000	contains_digit
et00	et00	1.750000	contains_digit
f0.0	f0.0	1.750000	contains_digit
a.n.e	a.n.e	1.750000	malformed_after_normalization
clancy's	clancy's	1.750000	malformed_after_normalization
f.o	f.o	1.750000	malformed_after_normalization
hold'em	hold'em	1.750000	malformed_after_normalization
jerry's	jerry's	1.750000	malformed_after_normalization
n.u	n.u	1.750000	malformed_after_normalization
x'd	x'd	1.750000	malformed_after_normalization
yan'an	yan'an	1.750000	malformed_after_normalization
þ	þ	1.750000	malformed_after_normalization
الله	الله	1.750000	malformed_after_normalization
✉	✉	1.750000	malformed_after_normalization
🍋	🍋	1.750000	malformed_after_normalization
🎅	🎅	1.750000	malformed_after_normalization
🐘	🐘	1.750000	malformed_after_normalization
👶	👶	1.750000	malformed_after_normalization
00kw	00kw	1.740000	contains_digit
00pp	00pp	1.740000	contains_digit
1hora	1hora	1.740000	contains_digit
1mg	1mg	1.740000	contains_digit
6n	6n	1.740000	contains_digit
9v	9v	1.740000	contains_digit
cam4	cam4	1.740000	contains_digit
en00	en00	1.740000	contains_digit
h8	h8	1.740000	contains_digit
io9	io9	1.740000	contains_digit
j6	j6	1.740000	contains_digit
n7	n7	1.740000	contains_digit
sp3	sp3	1.740000	contains_digit
charlie's	charlie's	1.740000	malformed_after_normalization
cœur	cœur	1.740000	malformed_after_normalization
d.o.f	d.o.f	1.740000	malformed_after_normalization
e.t.a	e.t.a	1.740000	malformed_after_normalization
l.i	l.i	1.740000	malformed_after_normalization
lord's	lord's	1.740000	malformed_after_normalization
u.c.r	u.c.r	1.740000	malformed_after_normalization
🇵🇪	🇵🇪	1.740000	malformed_after_normalization
💣	💣	1.740000	malformed_after_normalization
🙉	🙉	1.740000	malformed_after_normalization
www.elmundo.es	www.elmundo.es	1.740000	url_or_email
www.flickr.com	www.flickr.com	1.740000	url_or_email
00grados	00grados	1.730000	contains_digit
3gs	3gs	1.730000	contains_digit
6mm	6mm	1.730000	contains_digit
brca1	brca1	1.730000	contains_digit
ds9	ds9	1.730000	contains_digit
hd000	hd000	1.730000	contains_digit
numb3rs	numb3rs	1.730000	contains_digit
o000	o000	1.730000	contains_digit
sp000	sp000	1.730000	contains_digit
aquí­	aqui­	1.730000	malformed_after_normalization
d'souza	d'souza	1.730000	malformed_after_normalization
e.s.p	e.s.p	1.730000	malformed_after_normalization
f.b	f.b	1.730000	malformed_after_normalization
handmaid's	handmaid's	1.730000	malformed_after_normalization
heart's	heart's	1.730000	malformed_after_normalization
jack's	jack's	1.730000	malformed_after_normalization
o'callaghan	o'callaghan	1.730000	malformed_after_normalization
▫	▫	1.730000	malformed_after_normalization
🎤	🎤	1.730000	malformed_after_normalization
👑	👑	1.730000	malformed_after_normalization
👦	👦	1.730000	malformed_after_normalization
🧡	🧡	1.730000	malformed_after_normalization
sol@	sol@	1.730000	url_or_email
trabajador@s	trabajador@s	1.730000	url_or_email
www.instagram.com	www.instagram.com	1.730000	url_or_email
0.00h	0.00h	1.720000	contains_digit
00'4	00'4	1.720000	contains_digit
000nm	000nm	1.720000	contains_digit
00mbps	00mbps	1.720000	contains_digit
1millon	1millon	1.720000	contains_digit
4ever	4ever	1.720000	contains_digit
4runner	4runner	1.720000	contains_digit
5ghz	5ghz	1.720000	contains_digit
6'00	6'00	1.720000	contains_digit
ip00	ip00	1.720000	contains_digit
rs000	rs000	1.720000	contains_digit
a.b.c	a.b.c	1.720000	malformed_after_normalization
d's	d's	1.720000	malformed_after_normalization
despegar.com	despegar.com	1.720000	malformed_after_normalization
destiny's	destiny's	1.720000	malformed_after_normalization
disney's	disney's	1.720000	malformed_after_normalization
e.t.s	e.t.s	1.720000	malformed_after_normalization
f.g	f.g	1.720000	malformed_after_normalization
farmer's	farmer's	1.720000	malformed_after_normalization
g.r	g.r	1.720000	malformed_after_normalization
h.s	h.s	1.720000	malformed_after_normalization
i.s.b.n	i.s.b.n	1.720000	malformed_after_normalization
jarosław	jarosław	1.720000	malformed_after_normalization
k.s	k.s	1.720000	malformed_after_normalization
l.h	l.h	1.720000	malformed_after_normalization
n'dour	n'dour	1.720000	malformed_after_normalization
o'dell	o'dell	1.720000	malformed_after_normalization
o'riordan	o'riordan	1.720000	malformed_after_normalization
tv's	tv's	1.720000	malformed_after_normalization
u.v	u.v	1.720000	malformed_after_normalization
v.gr	v.gr	1.720000	malformed_after_normalization
⚽	⚽	1.720000	malformed_after_normalization
⬆️	⬆	1.720000	malformed_after_normalization
月	月	1.720000	malformed_after_normalization
🐸	🐸	1.720000	malformed_after_normalization
00usd	00usd	1.710000	contains_digit
1q	1q	1.710000	contains_digit
2mg	2mg	1.710000	contains_digit
6hs	6hs	1.710000	contains_digit
8oo	8oo	1.710000	contains_digit
db2	db2	1.710000	contains_digit
ep00	ep00	1.710000	contains_digit
l0s	l0s	1.710000	contains_digit
mp00	mp00	1.710000	contains_digit
q6	q6	1.710000	contains_digit
x00000	x00000	1.710000	contains_digit
b.i.g	b.i.g	1.710000	malformed_after_normalization
bronisław	bronisław	1.710000	malformed_after_normalization
caesar's	caesar's	1.710000	malformed_after_normalization
d.k	d.k	1.710000	malformed_after_normalization
etc.etc	etc.etc	1.710000	malformed_after_normalization
everybody's	everybody's	1.710000	malformed_after_normalization
g.s	g.s	1.710000	malformed_after_normalization
publico.es	publico.es	1.710000	malformed_after_normalization
s.h	s.h	1.710000	malformed_after_normalization
0,000,000,000	0,000,000,000	1.700000	contains_digit
0.0c	0.0c	1.700000	contains_digit
3i	3i	1.700000	contains_digit
3u	3u	1.700000	contains_digit
4q	4q	1.700000	contains_digit
5n	5n	1.700000	contains_digit
i6	i6	1.700000	contains_digit
ipad2	ipad2	1.700000	contains_digit
no1	no1	1.700000	contains_digit
p0000	p0000	1.700000	contains_digit
u6	u6	1.700000	contains_digit
alibaba.com	alibaba.com	1.700000	malformed_after_normalization
c.y	c.y	1.700000	malformed_after_normalization
f.l	f.l	1.700000	malformed_after_normalization
github.com	github.com	1.700000	malformed_after_normalization
j.n	j.n	1.700000	malformed_after_normalization
o'donojú	o'donoju	1.700000	malformed_after_normalization
o'ryan	o'ryan	1.700000	malformed_after_normalization
pa'tras	pa'tras	1.700000	malformed_after_normalization
pepper's	pepper's	1.700000	malformed_after_normalization
s.w.a.t	s.w.a.t	1.700000	malformed_after_normalization
x_x	x_x	1.700000	malformed_after_normalization
œ	œ	1.700000	malformed_after_normalization
ʔ	ʔ	1.700000	malformed_after_normalization
τησ	τησ	1.700000	malformed_after_normalization
محمد	محمد	1.700000	malformed_after_normalization
づ	つ	1.700000	malformed_after_normalization
🍺	🍺	1.700000	malformed_after_normalization
👄	👄	1.700000	malformed_after_normalization
📣	📣	1.700000	malformed_after_normalization
aquell@s	aquell@s	1.700000	url_or_email
0.0s	0.0s	1.690000	contains_digit
00'2	00'2	1.690000	contains_digit
00.0000.0000	00.0000.0000	1.690000	contains_digit
000j	000j	1.690000	contains_digit
1v	1v	1.690000	contains_digit
1w	1w	1.690000	contains_digit
3'5	3'5	1.690000	contains_digit
3y	3y	1.690000	contains_digit
8kg	8kg	1.690000	contains_digit
caco3	caco3	1.690000	contains_digit
pop3	pop3	1.690000	contains_digit
rn00	rn00	1.690000	contains_digit
top000	top000	1.690000	contains_digit
y000	y000	1.690000	contains_digit
b.k	b.k	1.690000	malformed_after_normalization
e.h	e.h	1.690000	malformed_after_normalization
e.n	e.n	1.690000	malformed_after_normalization
g.j	g.j	1.690000	malformed_after_normalization
life's	life's	1.690000	malformed_after_normalization
n'golo	n'golo	1.690000	malformed_after_normalization
p.a.n	p.a.n	1.690000	malformed_after_normalization
p.v	p.v	1.690000	malformed_after_normalization
t.d	t.d	1.690000	malformed_after_normalization
w.h	w.h	1.690000	malformed_after_normalization
как	как	1.690000	malformed_after_normalization
⏰	⏰	1.690000	malformed_after_normalization
☁	☁	1.690000	malformed_after_normalization
⚡️	⚡	1.690000	malformed_after_normalization
谩	谩	1.690000	malformed_after_normalization
👉🏼	👉🏼	1.690000	malformed_after_normalization
👊🏻	👊🏻	1.690000	malformed_after_normalization
👌🏽	👌🏽	1.690000	malformed_after_normalization
www.twitter.com	www.twitter.com	1.690000	url_or_email
0000mah	0000mah	1.680000	contains_digit
00dias	00dias	1.680000	contains_digit
00na	00na	1.680000	contains_digit
1os	1os	1.680000	contains_digit
akb00	akb00	1.680000	contains_digit
ar00	ar00	1.680000	contains_digit
b2c	b2c	1.680000	contains_digit
f0000	f0000	1.680000	contains_digit
f2p	f2p	1.680000	contains_digit
gr00	gr00	1.680000	contains_digit
km3	km3	1.680000	contains_digit
m0.0	m0.0	1.680000	contains_digit
o5	o5	1.680000	contains_digit
trv6	trv6	1.680000	contains_digit
tv00	tv00	1.680000	contains_digit
win7	win7	1.680000	contains_digit
a.o	a.o	1.680000	malformed_after_normalization
e_e	e_e	1.680000	malformed_after_normalization
eltiempo.com	eltiempo.com	1.680000	malformed_after_normalization
k.k	k.k	1.680000	malformed_after_normalization
lay's	lay's	1.680000	malformed_after_normalization
mº	mº	1.680000	malformed_after_normalization
paul's	paul's	1.680000	malformed_after_normalization
tinyurl.com	tinyurl.com	1.680000	malformed_after_normalization
will.i.am	will.i.am	1.680000	malformed_after_normalization
أبو	ابو	1.680000	malformed_after_normalization
🔵	🔵	1.680000	malformed_after_normalization
😗	😗	1.680000	malformed_after_normalization
00'9	00'9	1.670000	contains_digit
0000f	0000f	1.670000	contains_digit
am3	am3	1.670000	contains_digit
l0000	l0000	1.670000	contains_digit
l6n	l6n	1.670000	contains_digit
mundial0000	mundial0000	1.670000	contains_digit
bbc.co.uk	bbc.co.uk	1.670000	malformed_after_normalization
dº	dº	1.670000	malformed_after_normalization
fool's	fool's	1.670000	malformed_after_normalization
freddy's	freddy's	1.670000	malformed_after_normalization
